Batch,Lane,Barcode,Sample,Alignments,ProviderName
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P06SP-v118_new_seq,Bdolosa_new,210608Lie_D21-213087
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P06SP-v203_new_seq,Bdolosa_new,210608Lie_D21-213088
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P02BL-B607_new_seq,Bdolosa_new,210608Lie_D21-213089
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P02LT-2913_new_seq,Bdolosa_new,210608Lie_D21-213090
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P02SL-0303_new_seq,Bdolosa_new,210608Lie_D21-213091
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P02LT-1014_new_seq,Bdolosa_new,210608Lie_D21-213092
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P02BLB3e08_new_seq,Bdolosa_new,210608Lie_D21-213093
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P02LT-4915_new_seq,Bdolosa_new,210608Lie_D21-213094
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P02LT-3315_new_seq,Bdolosa_new,210608Lie_D21-213095
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P02BL-B307_new_seq,Bdolosa_new,210608Lie_D21-213096
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P02BL-B523_new_seq,Bdolosa_new,210608Lie_D21-213097
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P02SL-0321_new_seq,Bdolosa_new,210608Lie_D21-213098
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P02BL-B718_new_seq,Bdolosa_new,210608Lie_D21-213099
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P02LT-2801_new_seq,Bdolosa_new,210608Lie_D21-213100
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P02LT-4206_new_seq,Bdolosa_new,210608Lie_D21-213101
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P02LT-2407_new_seq,Bdolosa_new,210608Lie_D21-213102
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P02LT-3506_new_seq,Bdolosa_new,210608Lie_D21-213103
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P02LT-2412_new_seq,Bdolosa_new,210608Lie_D21-213104
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P02LT-1905_new_seq,Bdolosa_new,210608Lie_D21-213105
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P02LT-2209_new_seq,Bdolosa_new,210608Lie_D21-213106
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P02LT-3114_new_seq,Bdolosa_new,210608Lie_D21-213107
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P02LT-2309_new_seq,Bdolosa_new,210608Lie_D21-213108
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,N_12_1_new_seq,Bdolosa_new,210608Lie_D21-213109
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,k_12_8a_b_new_seq,Bdolosa_new,210608Lie_D21-213110
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,G_9_11_b_new_seq,Bdolosa_new,210608Lie_D21-213111
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P_AU0158_new_seq,Bdolosa_new,210608Lie_D21-213112
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P_E_9_5_new_seq,Bdolosa_new,210608Lie_D21-213113
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P_B_7_1_new_seq,Bdolosa_new,210608Lie_D21-213114
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P_J_13_6a_B_new_seq,Bdolosa_new,210608Lie_D21-213115
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P_J_14_2_new_seq,Bdolosa_new,210608Lie_D21-213116
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P_J_12_4_new_seq,Bdolosa_new,210608Lie_D21-213117
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P06SP-v103_new_seq,Bdolosa_new,210608Lie_D21-213118
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P07SP-v318_new_seq,Bdolosa_new,210608Lie_D21-213119
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P07SP-v221_new_seq,Bdolosa_new,210608Lie_D21-213120
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P02SP-0309_new_seq,Bdolosa_new,210608Lie_D21-213121
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P07SP-v316_new_seq,Bdolosa_new,210608Lie_D21-213122
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P07SP-v205_new_seq,Bdolosa_new,210608Lie_D21-213123
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P02LG-2011_new_seq,Bdolosa_new,210608Lie_D21-213124
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P07Sp-v207_new_seq,Bdolosa_new,210608Lie_D21-213125
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P07SP-v121_new_seq,Bdolosa_new,210608Lie_D21-213126
/scratch/mit_lieberman/raw_data/2021/210608Lie,-1,AAAAAA,P07SP-v107_new_seq,Bdolosa_new,210608Lie_D21-213127
